Time,Acc X,Acc Y,Acc Z,Gyro X,Gyro Y,Gyro Z
23.1,0.309,9.199,-2.423,-7.5,3.11,-6.646
23.15,1.041,10.795,-1.089,-1.829,2.317,-1.159
23.2,1.144,10.116,-1.276,-5.976,1.402,-2.195
23.25,0.316,10.233,-0.733,1.098,2.439,-4.329
23.3,0.879,9.809,-1.185,-0.976,2.378,-2.317
23.35,0.005,9.898,-0.989,-1.037,2.134,3.415
23.4,1.058,10.06,-1.171,7.561,-0.671,-8.293
23.45,0.426,9.871,-1.501,-7.439,3.78,-8.476
23.5,-0.407,9.139,-1.8,-10,-15.549,4.024
23.55,1.235,9.345,-1.626,-28.232,-1.89,-3.293
23.6,1.209,11.856,-0.917,0.549,0.366,-12.256
23.65,0.271,9.378,-1.638,-6.524,3.598,-7.256
23.7,0.072,8.969,-1.233,-0.244,-0.549,-6.037
23.75,0.833,9.905,-0.357,3.11,-0.183,-7.073
23.8,2.394,10.606,-0.733,9.695,1.22,-7.256
23.85,1.116,12.225,-1.683,15.366,0.061,0.427
23.9,0.314,11.612,-0.821,15.061,-2.317,-2.5
23.95,1.159,11.068,-1.393,1.402,2.195,-6.463
24,0.754,10.183,-1.413,-5.915,2.561,-2.561
24.05,0.713,10.034,-0.263,1.524,-1.28,-3.72
24.1,0.417,10.532,-0.453,14.451,-2.622,-0.488
24.15,1.223,10.942,-1.465,-3.049,2.378,-1.463
24.2,0.22,10.214,-0.668,-2.744,1.524,-2.561
24.25,0.069,9.673,-0.917,1.402,3.171,1.524
24.3,1.097,10.202,-1.032,6.463,5.122,1.768
24.35,-0.101,10.264,-1.64,-0.366,1.951,-1.341
24.4,0.436,10.18,-1.097,-4.085,3.293,-0.488
24.45,0.409,10.008,-0.781,4.024,3.78,-0.427
24.5,0.505,10.027,-1.293,1.341,2.988,2.805
24.55,0.632,10.386,-0.812,3.049,4.878,-0.427
24.6,0.237,10.135,-1.159,2.683,4.024,0.671
24.65,0.402,10.187,-1.365,1.098,2.927,-1.89
24.7,0.642,10.087,-0.886,-1.585,2.134,-0.915
24.75,0.68,9.718,-0.905,3.415,3.902,1.22
24.8,0.589,10.072,-1.156,2.988,1.768,-0.244
24.85,0.28,10.312,-1.168,2.561,4.024,-0.549
24.9,-0.093,9.931,-1.281,0.793,2.927,2.622
24.95,1.006,10.19,-0.783,5.854,3.354,-0.793
25,0.809,10.266,-1.353,-0.915,1.951,-2.012
25.05,0.584,10.218,-0.982,-0.427,2.256,-2.744
25.1,0.517,9.969,-1.255,1.22,3.11,-2.683
25.15,0.699,10.214,-1.219,0.732,2.5,-2.439
25.2,0.512,10.075,-0.828,-2.317,2.256,-1.463
25.25,0.754,9.929,-1.128,2.561,2.134,-0.427
25.3,0.532,10.506,-1.338,1.524,4.024,-1.159
25.35,0.192,10.338,-1.13,2.744,0.915,1.463
25.4,0.589,9.397,-1.432,4.634,1.829,4.024
25.45,1.085,10.441,-0.86,10.915,11.829,-3.11
25.5,1.077,11.088,-1.621,5.488,8.72,2.866
25.55,0.986,9.033,-0.215,11.341,11.89,4.573
25.6,-4.786,6.565,0.613,17.927,10.854,7.012
25.65,0.35,9.258,-2.102,4.878,11.159,5.366
25.7,1.135,10.779,-1.417,6.951,10.366,-1.098
25.75,1.152,9.479,-1.973,5.732,5.122,-0.732
25.8,0.357,14.102,-1.81,8.171,7.744,2.378
25.85,0.508,10.738,-3.108,-5.976,7.622,-1.098
25.9,0.673,9.665,-1.908,-2.988,3.476,-2.256
25.95,0.661,11.26,-1.784,-14.39,7.439,0.549
26,1.161,9.764,-1.164,-1.768,2.622,-1.28
26.05,1.329,10.853,-1.389,-0.122,7.805,-2.073
26.1,1.314,10.187,-2.073,-5.732,6.402,-2.378
26.15,0.795,10.154,-2.112,-2.073,5.122,-2.439
26.2,1.051,10.127,-1.571,-0.854,3.293,-2.622
26.25,0.718,9.998,-1.525,-0.366,2.866,-2.561
26.3,1.149,9.792,-1.796,0.549,2.134,-2.195
26.35,1.317,9.656,-1.499,15.488,3.171,-2.866
26.4,1.135,10.444,-1.7,1.646,2.195,-4.39
26.45,1.319,10.211,-1.173,12.134,4.146,-10.061
26.5,0.522,9.448,-0.302,23.354,-1.585,-4.39
26.55,-0.113,10.669,-3.814,-22.439,0.061,-26.22
26.6,0.819,10.125,-0.697,-17.622,-4.939,-25.122
26.65,0.63,10.345,-2.049,-7.378,-11.28,-22.561
26.7,-0.555,9.948,-1.025,-11.22,-13.11,-22.317
26.75,-0.256,10.338,-0.85,-3.476,-2.561,-20.854
26.8,-0.16,9.225,-1.104,10.793,-6.829,-20.061
26.85,-1.729,10.542,-3.508,5,-4.268,-21.646
26.9,-0.436,8.856,-1.973,-2.439,-15.183,-20.732
26.95,-0.498,10.058,-1.633,-5.122,-6.89,-20.915
27,-1.547,9.747,-1.891,-14.085,-11.463,-20.915
27.05,-0.558,10.872,-1.219,-1.22,-8.659,-20.549
27.1,-1.164,9.531,-2.035,4.817,-8.11,-24.085
27.15,-1.3,9.586,-1.583,-15.183,-5.671,-21.707
27.2,-2.737,10.652,-2.121,-14.268,-2.622,-26.585
27.25,-1.48,9.182,-1.805,15.122,-4.451,-18.537
27.3,-0.45,9.594,-1.654,1.951,-2.256,-13.72
27.35,-1.882,9.177,-1.571,1.159,2.134,-5.976
27.4,-0.982,9.515,-1.611,1.22,3.659,-3.049
27.45,-1.223,9.723,-1.252,-3.963,0.183,-6.098
27.5,-1.077,10.405,-1.841,5.122,3.232,-5.427
27.55,-2.387,9.409,-2.109,-5.061,4.512,-2.5
27.6,-0.781,9.821,-0.9,-13.598,5.488,-15.549
27.65,-1.097,9.917,-0.275,4.939,-0.549,-0.915
27.7,-2.181,10.915,-2.622,7.561,-8.963,-13.902
27.75,-1.156,8.523,-0.804,12.134,-3.841,6.159
27.8,-0.979,9.893,-4.465,14.817,-30.122,21.463
27.85,-0.781,8.657,-1.355,-5.549,-18.11,-2.134
27.9,1.144,8.356,-0.687,0.427,-1.89,10.976
27.95,-0.771,10.791,-1.434,-1.22,-0.671,10.061
28,-1.434,9.5,-2.1,5.732,-30.976,8.232
28.05,-1.786,10.285,-2.26,3.841,-11.524,4.146
28.1,-0.943,11.159,-2.571,13.11,-7.927,7.195
28.15,-0.45,8.602,-1.772,-3.171,-9.146,-4.634
28.2,-1.14,8.933,-1.544,-1.646,-2.134,2.195
28.25,-1.726,10.587,-1.927,-15.549,-15.61,-4.939
28.3,-1.784,9.651,-1.429,2.439,0.976,3.354
28.35,-1.257,9.996,-1.64,1.341,2.744,0.732
28.4,-1.092,10.159,-1.484,0.122,1.159,-3.171
28.45,-1.077,10.221,-1.599,0.305,0.854,-3.232
28.5,-1.276,10.281,-2.071,-5.976,2.195,-3.293
28.55,-1.068,9.728,-0.773,-3.537,2.683,-2.927
28.6,-1.506,9.924,-1.516,1.89,3.293,-2.622
28.65,-1.02,10.384,-1.927,0.915,2.195,-3.171
28.7,-1.082,9.287,-1.729,-3.293,4.268,-4.268
28.75,-0.948,9.735,-1.104,-2.195,2.317,-3.049
28.8,-0.869,9.618,-1.164,-1.22,2.744,-2.866
28.85,-1.259,10.135,-1.298,1.037,4.39,-2.744
28.9,-1.353,10.082,-1.492,2.927,3.537,-2.683
28.95,-0.965,10.008,-1.769,-3.049,2.988,-1.646
29,-1.166,9.835,-1.051,4.451,4.024,-2.256
29.05,-1.238,10.417,-1.887,-1.402,3.354,-2.134
29.1,-1.097,9.84,-1.314,-1.037,2.317,-1.707
29.15,-0.824,10.621,-1.156,1.098,4.512,10.061
29.2,-0.433,9.946,-1.607,2.927,2.134,-1.829
29.25,-1.487,9.924,-1.42,-1.402,-0.305,-5.671
29.3,-1.362,10.092,-0.986,3.11,1.646,1.28
29.35,-0.742,10.324,-1.678,3.598,8.476,-3.476
29.4,-0.728,11.128,-1.808,-0.793,5.061,-11.646
29.45,-1.106,10.379,-1.599,-5.122,8.415,-8.232
29.5,-1.99,10.405,-1.348,4.085,0.305,-6.159
29.55,-0.747,9.981,-1.109,-0.976,5.549,-8.232
29.6,-1.513,9.445,-1.669,-0.854,2.012,-6.341
29.65,-1.247,9.29,-1.518,-1.402,1.89,-6.341
29.7,-0.898,10.259,-0.917,-4.146,2.805,-2.866
29.75,-2.126,8.832,-1.513,-1.951,0.366,-3.963
29.8,-1.774,9.68,-1.896,-3.72,1.951,15.183
29.85,-0.656,9.297,-1.118,3.354,4.085,2.927
29.9,-0.63,8.887,-1.077,2.012,4.756,4.939
29.95,-1.674,9.917,-1.559,-2.195,2.195,7.317
30,-0.979,10.774,-1.384,-1.098,1.22,-1.22
30.05,-1.173,10.357,-1.379,-2.012,-0.854,1.768
30.1,-1.063,9.823,-1.255,-0.122,1.463,-2.012
30.15,-0.757,9.582,-1.252,1.037,3.841,-8.78
30.2,-0.9,10.453,-1.844,-2.073,5.671,-22.561
30.25,-2.49,9.783,-1.566,-5.732,-0.976,-6.463
30.3,-1.501,10.022,-0.962,-0.671,3.902,0.915
30.35,-0.96,9.56,-1.085,4.939,3.232,-1.951
30.4,-0.656,11.001,-1.446,-9.878,12.317,4.207
30.45,-1.063,9.706,-0.804,-6.159,3.598,2.5
30.5,-1.252,9.802,-1.202,6.646,3.232,4.695
30.55,-0.642,9.73,-1.398,3.415,7.012,6.22
30.6,-0.761,9.776,-1.7,-1.646,9.512,2.134
30.65,-1.199,9.548,-1.489,-2.073,4.024,4.634
30.7,-1.532,9.357,-1.568,2.744,3.293,7.317
30.75,-1.104,9.515,-1.396,2.622,2.195,3.72
30.8,-0.318,10.489,-1.077,2.378,6.951,9.024
30.85,-0.881,10.398,-1.551,-2.256,7.073,5.732
30.9,-0.503,9.206,-1.836,-0.427,4.634,0.244
30.95,-0.783,9.258,-1.391,3.598,3.902,4.512
31,-0.575,10.637,-1.7,1.159,6.524,5.854
31.05,-0.704,9.529,-1.786,0.122,5.793,5.976
31.1,-0.891,9.505,-1.413,4.451,1.89,9.695
31.15,0.297,10.523,-1.389,12.439,7.805,-6.585
31.2,-0.721,10.661,-1.788,8.963,7.378,-12.866
31.25,-0.022,9.325,-1.626,-3.049,3.659,-1.951
31.3,-0.204,9.907,-1.298,0,2.134,-3.171
31.35,0.165,9.773,-1.566,0.183,4.817,-1.585
31.4,0.146,9.893,-1.322,0,2.5,-2.744
31.45,-0.524,10.314,-1.417,-1.463,2.805,-0.61
31.5,-0.17,10.142,-1.46,2.622,4.39,-1.037
31.55,-0.912,10.216,-1.544,7.561,3.354,5.549
31.6,-0.615,10.06,-1.834,6.89,3.841,6.402
31.65,-0.436,10.151,-2.114,2.805,3.232,4.146
31.7,-0.029,9.972,-2.049,-1.159,3.902,8.354
31.75,-0.134,9.522,-1.638,2.012,3.476,8.354
31.8,0.101,9.673,-1.76,4.756,4.268,9.146
31.85,0.292,10.295,-1.705,1.768,4.573,6.159
31.9,0.316,10.479,-2.059,1.951,5.305,7.927
31.95,0.69,9.778,-1.69,4.817,3.659,6.098
32,0.156,9.845,-1.798,5.244,4.817,6.707
32.05,0.589,10.228,-2.114,1.646,4.451,9.817
32.1,0.508,10.171,-1.731,3.171,5.488,8.963
32.15,0.826,9.895,-2.016,4.817,6.098,6.89
32.2,0.673,9.857,-2.186,1.89,3.11,4.878
32.25,1.781,10.455,-2.018,2.622,4.329,-1.768
32.3,0.984,10.369,-2.447,3.232,2.073,5.305
32.35,1.164,9.505,-2.157,3.659,0.183,-1.951
32.4,0.512,10.475,-2.495,-0.549,2.134,-1.524
32.45,1.408,10.25,-2.33,-1.89,4.268,-2.683
32.5,1.202,10.221,-2.018,2.195,1.768,-4.268
32.55,0.558,10.393,-2.765,-5.61,1.037,-7.195
32.6,0.345,10.417,-2.215,-13.11,-3.049,-0.732
32.65,0.864,9.455,-1.14,-5.366,0.854,-3.049
32.7,1.013,9.823,-1.829,4.024,-2.256,-3.415
32.75,0.711,10.661,-2.049,4.756,-1.037,-5.671
32.8,1.092,10.262,-2.433,0.854,-3.11,-2.744
32.85,1.008,9.426,-1.654,2.683,-6.768,-5.732
32.9,0.766,9.541,-1.7,11.951,-1.341,-4.024
32.95,0.493,10.676,-1.994,-2.134,-3.78,-2.378
33,1.053,10.013,-1.733,3.11,-3.841,-4.573
33.05,0.67,9.761,-2.873,2.195,-9.085,-5.427
33.1,0.845,10.235,-2.44,-0.549,-9.024,-1.463
33.15,0.536,9.74,-2.186,15.488,-4.878,3.293
33.2,0.606,10.195,-2.088,-4.085,-10.976,3.537
33.25,0.955,9.538,-1.851,-1.037,-7.988,6.524
33.3,1.654,10.027,-1.935,13.598,-0.488,1.646
33.35,1.561,10.025,-3.134,11.28,1.341,7.683
33.4,0.809,10.151,-3.175,-2.134,3.354,-3.232
33.45,0.769,10.252,-2.452,-13.415,1.951,-3.598
33.5,1.369,9.392,-1.707,-7.744,4.512,-3.293
33.55,0.383,9.594,-1.437,-1.037,-0.305,4.939
33.6,1.444,9.919,-2.279,-1.098,1.159,1.341
33.65,0.215,10.317,-2.49,-13.537,0.366,5.488
33.7,1.446,9.44,-2.066,-13.598,5.366,2.134
33.75,1.573,9.728,-1.65,-11.098,0.549,-0.549
33.8,1.453,9.84,-1.281,1.646,15.427,1.463
33.85,1.844,9.311,-2.124,3.598,5.854,8.293
33.9,1.439,10.204,-1.999,-4.146,-1.646,-0.366
33.95,1.614,10.065,-2.365,-4.756,2.317,3.476
34,1.654,10.125,-1.966,-9.573,3.598,1.829
34.05,1.448,9.888,-1.456,-8.293,0.732,-7.805
34.1,1.207,9.56,-1.506,2.683,-2.805,0.671
34.15,1.434,10.262,-1.875,1.585,-1.524,-8.11
34.2,1.324,10.422,-2.057,5.244,1.22,-14.329
34.25,1.472,9.924,-2.222,-2.927,7.012,-7.073
34.3,1.199,10.221,-1.834,-5.061,7.378,-13.72
34.35,0.627,9.663,-1.489,-2.134,3.78,-10.061
34.4,0.903,9.732,-1.221,13.598,1.098,-4.878
34.45,0.838,10.027,-0.955,28.841,3.476,-12.622
34.5,0.33,9.352,-1.144,32.988,3.902,-11.28
34.55,0.563,10.57,-2.344,37.866,7.317,-7.683
34.6,0.223,9.756,-3.294,26.402,3.354,-2.378
34.65,0.713,10.276,-3.56,23.415,4.756,-3.476
34.7,0.467,10.518,-3.407,14.085,4.634,-0.915
34.75,1.051,9.364,-3.194,11.402,7.5,-2.378
34.8,2.138,9.816,-3.563,9.39,7.988,-11.707
34.85,0.591,9.407,-2.959,10.061,3.171,-7.317
34.9,0.812,9.543,-3.639,16.22,4.268,-10.305
34.95,0.74,9.304,-3.565,19.634,7.073,-4.085
35,0.259,9.876,-3.721,16.463,6.89,-15.61
35.05,0.354,10.046,-4.252,14.939,2.134,-2.927
35.1,1.176,9.706,-3.845,5.183,5.122,-1.646
35.15,1.202,10.178,-4.887,-1.585,7.195,-3.72
35.2,0.977,10.013,-4.688,-7.134,7.561,-7.927
35.25,0.958,9.658,-4.357,-0.366,7.927,-2.439
35.3,0.852,9.443,-2.634,-7.988,2.195,-5.61
35.35,0.51,10.216,-3.086,13.476,-1.22,-9.451
35.4,0.292,10.178,-4.702,12.622,-14.634,-8.415
35.45,0.309,10.142,-5.303,4.695,3.049,-7.317
35.5,0.256,9.565,-3.965,-2.622,-1.159,-2.134
35.55,0.024,9.661,-4.298,-2.805,-5.427,-1.341
35.6,0.816,10.556,-3.931,-3.293,-1.341,-0.244
35.65,0.184,8.933,-3.733,4.146,1.28,-2.134
35.7,0.316,10.439,-4.187,-1.463,0.61,-4.695
35.75,0.505,10.274,-4.14,-4.878,-7.378,-1.22
35.8,1.281,9.199,-3.735,-5.671,-5.427,-4.756
35.85,0.737,9.541,-3.692,-1.89,-4.756,-0.671
35.9,0.747,9.682,-4.068,-1.585,-3.293,-2.134
35.95,0.692,9.938,-4.092,-1.098,-1.829,-3.415
36,0.148,9.426,-4.202,-6.22,-5.305,-1.707
36.05,0.457,9.91,-4.231,-5.793,-5.122,-1.585
36.1,0.385,8.365,-3.349,-12.561,2.744,-1.28
36.15,0.086,9.354,-3.22,-13.963,3.598,-0.793
36.2,0.599,10.259,-2.763,-8.659,1.951,-4.268
36.25,0.579,9.646,-2.914,-15.366,2.5,-1.707
36.3,0.546,9.512,-3.393,5.976,2.622,-2.439
36.35,0.177,9.538,-3.721,3.11,-15.61,-2.561
36.4,0.457,10.063,-3.946,-0.915,3.354,-2.256
36.45,0.175,10.005,-3.91,-3.78,1.89,-2.866
36.5,0.129,9.744,-3.247,-5.366,1.829,-1.585
36.55,0.421,9.957,-3.318,-3.659,3.659,-1.89
36.6,0.5,10.003,-3.476,-0.061,3.354,-4.268
36.65,0.479,9.914,-3.812,-1.585,1.159,-3.415
36.7,0.338,10.077,-3.634,-4.207,3.78,-1.951
36.75,0.433,9.524,-3.208,-5.549,1.463,0
36.8,0.515,9.946,-3.431,-4.512,3.049,-1.89
36.85,0.515,10.245,-3.268,-5.61,5,-2.256
36.9,0.316,9.957,-3.342,-3.72,2.5,-3.598
36.95,-0.086,9.744,-3.27,-3.354,2.866,0
37,0.304,10.044,-3.098,-1.951,2.683,-3.293
37.05,0.34,9.301,-2.808,0.793,3.11,-0.671
37.1,0.919,9.862,-3.575,-3.232,3.171,-7.073
37.15,-0.098,10.101,-3.642,-10.671,0.976,-1.585
37.2,-0.211,10.228,-3.357,-15.366,4.573,1.098
37.25,0.812,10.302,-2.641,-14.756,7.378,-1.341
37.3,-0.843,10.19,-2.55,-8.902,3.232,11.951
37.35,-0.225,9.673,-2.71,-8.354,-2.195,12.195
37.4,0.567,9.464,-2.236,-10.732,9.634,6.463
37.45,1.164,9.658,-2.028,-9.085,8.659,0.305
37.5,1.061,9.254,-1.721,2.073,4.817,2.561
37.55,0.776,10.367,-2.971,1.463,3.841,-2.378
37.6,0.888,9.203,-2.983,2.317,2.5,-1.89
37.65,0.405,9.634,-2.808,-3.415,-15.122,-15.305
37.7,0.771,8.459,-2.073,-0.183,3.171,-15.244
37.75,0.711,9.835,-2.765,-10.732,-13.476,-3.72
37.8,0.587,10.795,-2.99,-30.915,0.915,-2.5
37.85,0.555,9.603,-2.289,-20.427,3.659,-1.585
37.9,0.759,9.661,-1.393,-19.817,1.585,-4.878
37.95,0.785,9.704,-1.499,-12.622,2.073,-1.768
38,0.68,10.075,-1.894,-14.939,-0.61,-6.463
38.05,2.94,11.167,-1.329,-2.317,-6.524,-40.854
38.1,2.15,10.975,-1.255,0.671,-2.866,-52.683
38.15,-3.053,9.345,-2.404,-11.89,0.183,-11.585
38.2,-1.733,10.491,-1.444,-9.878,-0.61,9.39
38.25,1.144,9.194,-0.359,9.39,0.244,4.39
38.3,0.215,8.842,-0.893,48.232,-10.183,-2.988
38.35,0.622,9.488,-1.551,49.024,-12.012,-2.378
38.4,0.656,9.328,-2.447,57.683,-11.28,-6.951
38.45,0.421,8.705,-2.648,78.78,-6.28,-8.72
38.5,-0.146,8.741,-3.589,108.171,-2.012,3.841
38.55,-0.251,8.995,-4.192,104.451,0.122,-1.707
38.6,0.491,9.191,-5.801,107.561,-1.646,-2.561
38.65,-0.385,8.545,-5.921,110.976,-7.073,9.634
38.7,-0.587,9.088,-6.644,118.354,-11.22,35.549
38.75,0.402,6.776,-7.35,120.427,-14.939,44.695
38.8,0.417,7.712,-8.447,114.329,-19.329,60.549
38.85,0.984,10.879,-19.613,81.341,-6.402,47.561
38.9,10.575,7.379,-12.158,62.927,-43.963,27.317
38.95,1.085,7.511,-11.574,43.049,2.622,5.061
39,1.463,2.77,-10.906,3.78,-17.439,-10.183
39.05,0.697,3.986,-10.57,-21.098,-9.817,14.207
39.1,1.111,4.573,-10.934,-31.28,2.134,6.524
39.15,0.69,4.793,-10.118,-57.317,17.073,-14.817
39.2,-0.857,6.95,-8.365,-15.427,5,-4.878
39.25,0.725,7.096,-8.054,5.976,5.244,-6.159
39.3,0.383,6.218,-10.24,0.976,2.5,-3.841
39.35,0.548,6.208,-9.246,1.707,2.622,-3.293
39.4,0.22,6.553,-9.529,-1.159,0.549,1.098
39.45,0.464,6.44,-9.598,-1.463,1.402,0.671
39.5,0.35,5.835,-9.51,-2.744,0,3.476
39.55,-0.065,6.419,-9.124,0.549,-0.61,4.817
39.6,0.158,6.416,-9.579,-0.61,1.646,9.085
39.65,-0.488,6.644,-9.637,15.549,-2.012,12.439
39.7,0.967,6.012,-9.881,-4.024,0.427,14.939
39.75,0.706,6.17,-9.527,2.866,-2.805,10.549
39.8,1.147,6.17,-10.271,2.317,-2.134,11.098
39.85,1.003,6.551,-9.258,7.439,-6.646,9.939
39.9,1.314,6.244,-10.034,14.756,-10.976,7.195
39.95,1.173,6.153,-8.171,26.463,-17.012,7.439
40,0.441,5.473,-10.326,22.927,-12.561,9.939
40.05,0.103,5.174,-10.958,21.89,-5.976,1.341
40.1,-0.139,5.763,-12.06,8.476,2.012,4.634
40.15,-0.371,5.629,-11.238,4.268,2.439,0.061
40.2,0.716,4.611,-10.137,-1.037,3.537,-3.293
40.25,0.603,5.49,-10.027,-1.524,2.805,-2.439
40.3,0.352,5.629,-9.874,-0.122,3.293,-2.073
40.35,0.522,5.243,-10.156,0.061,2.561,-2.317
40.4,0.488,5.385,-9.986,-0.976,2.622,-1.768
40.45,0.397,5.547,-10.19,-0.305,3.049,-2.378
40.5,0.541,5.669,-9.969,2.927,0.915,0.793
40.55,0.12,5.593,-9.871,8.659,-0.671,6.037
40.6,0.927,6.021,-9.74,9.146,-4.878,8.415
40.65,0.555,5.382,-9.002,3.963,-4.451,9.39
40.7,1.714,5.923,-10.76,3.232,-6.463,10.732
40.75,0.441,4.568,-10.036,-2.5,-3.232,9.024
40.8,0.01,4.53,-9.534,-10.305,-5.793,5.122
40.85,0.678,6.249,-9.867,-8.293,-0.366,0.061
40.9,0.158,5.665,-10.029,-7.317,0.976,-1.524
40.95,0.39,4.336,-9.433,-19.39,5.122,-4.024
41,1.013,7.903,-9.68,-10,0.915,-14.817
41.05,-0.184,3.85,-9.78,-29.573,3.415,-1.524
41.1,0.898,5.871,-9.512,-11.463,1.524,-1.829
41.15,0.857,6.127,-10.412,-17.683,3.78,-3.598
41.2,0.105,5.454,-8.485,-25.976,4.329,-6.341
41.25,1.513,5.576,-9.761,15.183,3.78,-4.512
41.3,0.148,5.432,-9.809,0.732,2.134,-2.744
41.35,0.256,6.146,-10.022,0.183,2.622,-2.256
41.4,0.297,5.952,-9.713,0.427,1.707,-1.524
41.45,0.28,6.194,-9.388,-0.732,-0.244,-0.793
41.5,1.298,5.851,-9.957,-0.732,4.329,-3.659
41.55,0.089,5.878,-9.843,-2.012,3.232,-3.476
41.6,0.771,6.268,-9.079,-3.293,2.683,-7.195
41.65,-0.223,5.789,-10.003,0.305,1.341,-2.256
41.7,0.266,6.033,-9.452,-15,1.22,-0.549
41.75,0.335,6,-9.072,1.89,4.451,-3.171
41.8,0.158,5.981,-9.421,-1.524,1.89,-3.049
41.85,0.309,6.563,-9.663,1.341,1.707,-1.402
41.9,0.412,5.72,-9.4,-2.5,3.171,-3.293
41.95,0.201,6.292,-9.385,-15.244,2.683,-2.012
42,0.333,6.146,-9.515,0.793,3.72,-3.354
42.05,0.297,5.849,-9.354,-1.037,1.341,-1.402
42.1,0.292,6.084,-9.752,15.549,1.829,-1.098
42.15,0.508,6.1,-9.474,-0.671,2.744,-3.171
42.2,0.34,6.184,-9.639,0.305,2.866,-2.5
42.25,0.333,6.021,-9.354,-15.366,3.049,-2.805
42.3,0.117,5.82,-9.577,2.073,2.866,-2.805
42.35,0.395,5.681,-9.776,-0.854,2.256,-1.463
42.4,0.397,5.432,-9.567,1.341,2.012,-1.585
42.45,0.74,6.27,-9.476,-15.183,3.354,-2.683
42.5,0.151,6.124,-9.895,-0.488,2.378,-1.402
42.55,0.28,5.648,-9.914,-1.89,2.744,-2.927
42.6,1.132,6.28,-9.57,-14.756,2.073,-2.622
42.65,0.472,5.832,-9.73,0.488,2.012,-2.622
42.7,0.62,5.691,-9.718,1.037,3.049,-2.5
42.75,0.546,6.196,-9.392,1.89,2.561,-2.5
42.8,0.527,5.646,-9.613,-3.11,1.524,-3.476
42.85,0.242,6.208,-9.713,0.61,2.622,-2.317
42.9,-0.297,6.105,-9.685,-6.402,0.549,-5.244
42.95,-2.789,4.369,-7.841,3.171,0.183,-2.317
43,0.201,6.093,-9.06,0.488,2.805,-3.049
43.05,0.417,5.315,-9.242,-15.61,2.073,-2.073
43.1,0.271,6.206,-9.61,-0.427,2.256,-2.378
43.15,0.311,5.954,-9.754,0.427,2.5,-2.622
43.2,0.474,6.096,-9.886,-0.183,2.744,-2.378
43.25,0.259,5.657,-9.261,2.927,2.927,-0.976
43.3,0.261,6.211,-9.953,15.122,2.378,-2.073
43.35,-0.302,6.165,-10.101,-1.524,4.512,-5
43.4,0.752,6.335,-10.058,1.098,1.402,0.061
43.45,0.97,5.669,-9.764,-1.829,1.89,-2.195
43.5,0.584,5.229,-9.44,0.854,1.22,-1.28
43.55,0.692,5.748,-9.89,1.341,3.659,-3.598
43.6,0.115,6.263,-9.768,3.232,4.573,-1.768
43.65,0.594,5.191,-9.376,1.098,4.695,-3.049
43.7,-0.05,6.22,-9.515,-1.585,1.524,-1.159
43.75,1.034,6.555,-10.029,-2.073,0.732,-2.134
43.8,1.087,5.849,-9.536,-0.305,3.659,-3.841
43.85,-0.079,4.937,-9.378,-1.037,3.049,-2.256
43.9,0.213,5.72,-9.692,15.488,2.622,-1.951
43.95,0.515,5.871,-9.725,-1.463,1.768,-1.829
44,0.527,6.12,-9.895,15.366,1.646,-1.951
44.05,-0.146,5.547,-9.874,-1.22,1.341,-2.439
44.1,0.309,6.122,-9.716,15.427,2.5,-2.378
44.15,0.431,6.043,-9.804,0,2.073,-2.256
44.2,0.761,6.16,-9.574,0.244,3.11,-2.561
44.25,0.761,5.974,-9.591,-15.427,2.683,-1.829
44.3,0.603,5.76,-9.85,-0.122,1.707,-1.707
44.35,0.35,6.208,-9.955,0,2.988,-1.89
44.4,0.014,5.825,-9.44,1.037,2.622,-2.439
44.45,0.022,5.758,-9.28,-0.488,1.524,-2.256
44.5,0.407,5.902,-9.507,15.488,2.561,-1.951
44.55,-0.115,5.772,-9.55,0.732,2.195,-2.256
44.6,0.864,5.753,-9.373,0.488,3.415,-2.805
44.65,0.467,5.27,-9.452,-0.488,1.098,-1.402
44.7,0.22,5.854,-9.912,0.915,3.659,-2.744
44.75,0.84,5.897,-9.419,0.793,3.11,-3.049
44.8,0.603,5.825,-9.507,1.341,3.354,-1.707
44.85,-0.134,5.784,-9.653,0.61,2.012,-2.439
44.9,0.074,6.103,-9.586,2.073,3.72,-3.232
44.95,0.278,5.911,-9.57,0.854,2.012,-2.561
45,0.457,5.866,-9.601,-0.122,2.012,-2.073
45.05,0.311,5.839,-9.706,0.671,1.829,-2.561
45.1,0.673,5.921,-9.711,0.183,2.805,-2.805
45.15,0.678,5.902,-9.567,0.183,2.683,-2.5
45.2,0.912,5.808,-9.735,-1.402,5.061,-15.61
45.25,0.599,5.99,-9.907,-4.756,8.232,-5.976
45.3,0.108,6.091,-9.704,2.683,2.744,-2.866
45.35,0.127,5.849,-9.558,3.354,3.78,-2.012
45.4,0.46,6.1,-10.001,15,1.22,0.427
45.45,0.843,6.076,-9.242,3.72,-0.366,13.293
45.5,1.161,6.141,-10.19,2.012,-1.646,15.549
45.55,0.891,5.614,-8.305,15.305,2.012,-1.707
45.6,1.463,5.818,-9.644,1.707,3.171,0.244
45.65,1.235,6.675,-12.055,-1.402,15.549,3.902
45.7,1.341,5.849,-9.977,13.049,-2.256,6.341
45.75,0.407,6.285,-11.131,-5.366,-3.049,6.341
45.8,1.305,3.419,-12.012,-1.463,-3.415,6.341
45.85,-0.469,6.838,-10.206,-14.939,-1.768,1.037
