Time,Acc X,Acc Y,Acc Z,Gyro X,Gyro Y,Gyro Z
22.65,0.318,5.713,7.039,0.061,2.927,-1.89
22.7,0.35,5.674,6.888,-0.061,2.866,-2.256
22.75,0.39,5.866,6.606,-15.305,3.354,-1.585
22.8,0.33,5.923,6.519,0.549,3.537,-0.366
22.85,0.247,5.983,7.001,0.122,3.354,-0.366
22.9,0.611,5.521,6.831,0.488,2.927,-1.707
22.95,0.469,5.78,6.857,15.549,2.683,-1.037
23,0.244,6.081,6.46,0.488,1.768,-2.012
23.05,0.256,6.132,6.812,2.073,2.439,-2.561
23.1,0.266,6.177,6.685,-15.427,2.622,-2.012
23.15,0.407,6.029,6.826,15.549,1.89,-2.317
23.2,0.515,5.906,6.651,0.549,2.683,-1.829
23.25,0.376,5.827,6.783,0.488,2.561,-3.049
23.3,0.299,5.938,6.828,0.061,2.866,-2.805
23.35,0.491,6.115,6.809,0.061,3.72,-1.585
23.4,0.275,5.521,6.697,2.195,2.744,-2.744
23.45,0.651,5.626,7.041,-0.427,2.195,-2.256
23.5,0.352,6.146,6.503,-0.122,1.341,-3.902
23.55,0.168,6.021,6.519,-0.854,2.805,-2.195
23.6,0.182,5.732,7.199,0.244,2.683,-2.439
23.65,0.491,5.883,6.687,-0.122,2.866,-1.646
23.7,0.292,5.818,6.742,0.122,2.439,-2.256
23.75,0.338,5.842,6.802,-0.183,2.561,-2.5
23.8,0.283,5.914,6.752,-15.549,2.256,-2.195
23.85,0.409,5.942,6.795,-0.122,2.683,-1.89
23.9,0.237,5.868,6.814,-0.244,2.805,-2.195
23.95,0.28,5.725,6.816,0.61,2.927,-2.134
24,0.412,5.856,6.838,-0.061,2.561,-2.012
24.05,0.383,5.906,6.689,0.122,2.927,-2.317
24.1,0.158,5.523,6.883,-0.244,2.561,-2.317
24.15,0.196,5.715,6.579,-0.122,2.5,-1.829
24.2,0.268,5.911,6.713,-15.549,1.951,-2.378
24.25,0.278,5.883,6.68,-0.305,2.622,-2.195
24.3,0.417,5.856,6.852,0.488,2.744,-2.256
24.35,0.158,5.957,6.632,0.671,2.378,-2.317
24.4,0.177,5.863,6.778,-0.488,2.317,-2.317
24.45,0.321,5.923,6.764,0.488,1.89,-2.927
24.5,0.362,6.117,6.704,-0.244,2.195,-3.415
24.55,0.548,5.933,6.723,-0.244,0.671,-4.756
24.6,0.711,5.95,6.804,-0.183,-2.988,-5.427
24.65,0.034,5.763,6.845,15.305,-4.817,-1.829
24.7,-0.304,6.153,6.395,-1.402,2.622,-0.976
24.75,-0.941,6.577,6.716,-2.256,-0.305,1.89
24.8,-0.706,5.923,5.523,-0.244,1.707,5.061
24.85,-1.42,5.274,8.296,-0.732,7.683,4.329
24.9,1.216,5.629,8.191,-2.439,9.329,7.256
24.95,-1.022,5.243,7.614,0.549,7.073,4.817
25,-0.311,5.643,7.999,-3.232,7.256,0.854
25.05,0.472,6.764,6.891,-4.573,11.037,1.524
25.1,1.216,6.278,7.81,-4.573,11.89,-2.439
25.15,1.262,5.914,7.046,-3.354,10.061,-4.268
25.2,2.095,5.655,8.624,-5.915,-0.305,-2.012
25.25,-0.62,5.167,5.08,-2.866,5.183,-1.463
25.3,2.239,5.066,6.981,-1.463,1.463,11.585
25.35,0.673,5.72,7.032,0.061,-1.89,-4.39
25.4,1.535,5.035,7.542,-3.049,8.171,-2.866
25.45,1.123,5.066,5.509,-9.207,3.293,-1.159
25.5,0.687,5.701,7.149,-5.61,7.378,-1.341
25.55,1.437,5.344,8.65,-4.207,0.793,-2.561
25.6,0.268,5.655,6.314,-2.439,4.268,-3.537
25.65,0.96,4.812,7.683,-4.268,6.402,-2.195
25.7,0.555,5.028,7.082,-7.134,9.634,1.341
25.75,0.014,5.789,6.946,-4.573,10.122,-0.122
25.8,0.816,5.346,6.876,-7.439,4.024,-4.024
25.85,0.723,5.267,7.125,-9.939,5.244,-3.171
25.9,-0.05,4.951,7.489,-7.195,8.232,-0.854
25.95,-0.543,5.504,6.965,-11.402,5,-2.683
26,0.347,5.344,6.958,-13.72,5.854,-2.683
26.05,0.285,5.476,7.46,-12.439,4.634,-1.28
26.1,0.041,4.786,7.369,-9.024,10.915,-4.878
26.15,0.086,4.381,7.468,-1.463,2.439,-3.78
26.2,0.419,4.855,7.408,-1.402,-1.768,-3.049
26.25,0.606,5.397,6.088,-12.378,-2.195,-5.305
26.3,0.414,5.088,6.732,-15.793,-2.988,-1.829
26.35,-0.043,3.591,6.132,-16.768,-1.098,3.537
26.4,-0.01,3.548,7.781,-8.171,-3.415,6.22
26.45,-1.233,5.456,7.274,-12.805,0.427,5.793
26.5,1.525,4.25,6.383,-11.89,2.439,7.134
26.55,0.996,4.64,7.812,-13.11,2.988,1.89
26.6,-0.555,4.475,6.278,-7.5,-14.634,-7.744
26.65,2.406,5.03,7.037,-5.976,12.378,14.939
26.7,-0.493,4.441,7.472,-14.146,-2.927,2.683
26.75,4.008,4.063,7.97,-9.756,-1.22,1.159
26.8,1.652,5.045,6.752,-12.683,2.744,-1.341
26.85,2.181,4.08,8.1,-11.341,-15.244,-4.573
26.9,-1.453,3.658,8.456,-18.049,-1.524,-6.159
26.95,-0.603,3.314,8.373,-8.963,3.232,-3.537
27,0.965,2.861,7.499,1.829,-1.28,-5.122
27.05,0.601,3.273,8.452,2.073,1.098,-6.707
27.1,0.565,3.859,7.776,-1.159,4.207,-3.659
27.15,0.702,3.208,7.515,-3.902,-6.524,-0.732
27.2,1.24,3.218,8.983,-12.012,1.037,9.207
27.25,0.876,3.409,8.655,-20.793,-3.902,1.646
27.3,2.361,3.134,6.349,-23.476,1.585,0.793
27.35,1.269,2.868,9.907,-18.902,-9.207,4.268
27.4,0.998,2.011,8.471,-13.049,2.866,15.488
27.45,1.654,3.436,7.752,-21.585,-1.524,0.427
27.5,0.187,2.895,8.023,-20.488,1.22,2.073
27.55,0.948,2.016,8.837,-19.573,1.159,1.768
27.6,0.529,2.179,8.327,-21.098,-4.756,-0.671
27.65,1.688,2.073,8.792,-16.707,2.561,2.927
27.7,1.8,1.563,8.052,-16.402,-4.939,0.122
27.75,1.561,2.203,9.328,-14.146,-5.122,-2.012
27.8,1.827,1.549,8.595,-14.207,-3.78,0.854
27.85,1.657,1.52,8.43,-16.037,-5.427,15.183
27.9,-0.117,0.134,9.632,-1.524,8.476,1.951
27.95,0.553,0.912,8.147,15.244,0.183,-2.134
28,1.97,1.192,8.557,2.622,1.402,-3.476
28.05,0.936,1.441,8.473,15.305,2.744,-4.329
28.1,1.125,1.563,7.98,1.28,1.463,-3.963
28.15,1.235,1.554,8.349,-1.159,3.537,-1.585
28.2,1.504,1.317,8.461,-0.244,4.512,-2.866
28.25,0.912,0.943,8.305,11.037,9.146,-1.341
28.3,1.884,1.298,8.231,13.11,6.037,-2.866
28.35,1.482,1.674,7.87,8.841,7.073,-1.402
28.4,0.244,1.908,7.827,5.122,-15,-1.28
28.45,2.77,2.083,9.459,2.988,1.951,-0.488
28.5,-0.242,1.899,7.482,9.512,0.488,-1.829
28.55,-0.599,2.94,8.849,6.585,-13.537,-0.671
28.6,2.37,2.093,7.36,3.598,3.537,-1.402
28.65,-0.101,1.602,9.191,2.195,-1.89,-1.524
28.7,1.391,1.602,9.313,8.902,3.049,-1.646
28.75,0.694,2.368,8.708,2.073,6.22,-2.5
28.8,1.367,2.591,8.054,9.756,-1.159,-1.768
28.85,1.827,1.511,7.312,3.902,-2.195,-1.159
28.9,1.156,2.875,8.207,2.378,4.756,-1.524
28.95,0.543,1.87,7.594,-0.732,-0.732,-2.5
29,0.666,1.915,8.629,-4.268,2.256,-1.463
29.05,0.891,2.176,7.563,-0.732,1.707,-2.134
29.1,1.228,1.767,8.384,-1.585,4.634,-1.28
29.15,1.604,1.645,8.875,4.756,8.841,-4.024
29.2,0.543,1.772,8.48,4.695,9.268,-4.451
29.25,1.223,2.373,7.702,7.256,5.732,-5.488
29.3,0.845,2.246,8.066,8.232,3.78,-2.805
29.35,-0.242,2.229,8.14,10.854,4.512,-3.598
29.4,2.602,2.339,7.843,14.573,12.256,-1.402
29.45,2.301,1.712,7.405,13.11,6.402,2.622
29.5,0.22,4.58,6.84,11.037,12.622,-2.195
29.55,1.29,3.974,5.181,10.427,6.524,-0.305
29.6,3.12,2.523,7.156,6.829,10.671,0.976
29.65,-0.656,2.725,6.792,12.866,7.012,3.049
29.7,1.018,3,9.445,10.427,0.915,15.122
29.75,1.166,2.361,6.692,14.268,10.183,-2.744
29.8,1.683,1.875,7.752,10.732,3.598,-0.061
29.85,4.705,2.289,8.193,9.024,6.768,-14.939
29.9,-1.202,3.302,9.179,7.988,1.402,-1.951
29.95,-0.268,3.663,8.545,2.378,1.28,-2.5
30,-0.122,3.95,7.511,1.768,2.378,-2.134
30.05,0.534,3.323,8.147,1.28,6.098,-1.707
30.1,-0.124,3.589,8.325,-1.89,5.549,-1.159
30.15,0.685,3.139,8.27,3.415,7.317,-3.72
30.2,0.965,3.474,8.313,13.171,1.463,-7.439
30.25,0.062,2.732,8.021,11.402,-15.61,-8.293
30.3,-1.812,4.322,7.841,11.037,3.72,-6.22
30.35,2.136,1.8,11.784,13.659,2.683,-3.293
30.4,2.547,4.506,8.27,8.537,10.427,-2.134
30.45,2.701,2.885,7.604,10.305,15.366,-6.159
30.5,-0.139,2.737,8.133,11.402,6.89,-3.232
30.55,0.151,2.971,8.866,7.805,4.756,-7.378
30.6,0.929,4.683,7.554,12.378,10.793,-3.354
30.65,0.206,4.571,7.973,4.451,1.341,-4.085
30.7,-0.371,3.1,9.282,8.354,1.22,-0.549
30.75,-0.055,4.872,6.057,7.744,-7.805,-3.11
30.8,0.481,5.739,9.996,8.72,1.951,-1.89
30.85,-0.283,2.878,7.932,9.146,-4.085,15.427
30.9,0.591,4.827,6.436,4.207,-0.122,0.488
30.95,0.512,4.602,7.348,2.073,3.476,0.366
31,0.512,4.456,7.573,1.89,3.171,-0.366
31.05,-0.096,4.662,7.755,0.427,5,0.061
31.1,0.563,4.025,7.104,-1.524,2.317,-1.037
31.15,0.314,4.3,7.482,-0.549,2.256,-2.5
31.2,-0.117,4.302,7.76,-0.305,2.744,-2.195
31.25,0.096,4.357,7.616,-0.183,1.707,-2.439
31.3,0.256,4.396,7.657,-0.183,2.561,-2.195
31.35,0.409,4.434,7.733,-0.488,2.073,-2.378
31.4,-0.318,4.654,8.092,1.89,2.378,-2.378
31.45,0.534,3.965,7.542,1.341,2.317,-2.134
31.5,0.23,4.137,7.532,3.78,3.902,-0.671
31.55,0.227,4.283,7.594,6.89,1.463,-3.293
31.6,0.359,4.149,7.626,3.049,3.171,-1.768
31.65,-0.16,4.664,7.477,1.89,6.463,1.341
31.7,-0.019,5.136,7.762,1.341,5.061,-3.171
31.75,-0.026,4.633,7.638,5.488,4.756,-14.695
31.8,1.566,2.969,7.056,4.451,6.646,-15.061
31.85,-0.127,4.345,7.544,4.573,5.122,-0.61
31.9,0.543,5.906,7.678,5.061,5.732,-14.817
31.95,0.127,4.829,7.992,2.256,4.024,-0.488
32,-0.014,4.319,7.468,2.866,2.988,-2.744
32.05,0.752,4.606,7.812,1.159,0,-2.988
32.1,-0.079,5.042,7.075,-1.341,1.951,-3.659
32.15,0.261,4.738,6.919,0.854,15.488,-5.61
32.2,0.175,4.875,7.235,-0.61,2.744,-2.195
32.25,-0.215,4.693,7.479,-0.244,1.829,-2.988
32.3,-0.012,4.53,7.558,0.305,2.5,-2.317
32.35,0.091,4.556,7.556,15.549,2.134,-2.439
32.4,0.05,5.047,7.207,-0.427,2.866,-1.341
32.45,0.302,4.669,7.173,0.305,2.622,-2.561
32.5,-0.069,4.81,7.626,-0.122,2.561,-2.012
32.55,0.29,4.846,7.614,0.183,2.805,-2.439
32.6,0.194,4.906,7.142,-0.488,2.988,-2.317
32.65,-0.108,4.614,7.324,-0.183,2.561,-2.439
32.7,0.122,4.772,7.321,-15.366,2.256,-2.439
32.75,-0.029,4.882,7.362,0.122,1.098,-4.634
32.8,0.239,4.855,7.41,0.488,1.829,-3.72
32.85,0.057,4.743,7.415,0.61,2.805,-2.073
32.9,-0.235,4.99,7.084,-15.488,2.988,-1.768
32.95,0.347,5.052,7.266,0,2.012,-1.829
33,-0.134,5.013,7.309,-0.183,2.866,-1.829
33.05,0.168,4.834,7.367,-0.122,2.561,-2.744
33.1,0.259,4.891,7.441,0.732,3.171,-2.683
33.15,0.244,4.858,7.408,0.427,1.646,-3.232
33.2,0.275,4.463,7.479,15.427,2.5,-2.805
33.25,0.096,4.472,7.132,0.915,15.549,-3.415
33.3,0.16,4.365,7.367,4.817,-15.244,-4.512
33.35,-0.12,4.456,7.317,8.902,0.305,-5.427
33.4,0.431,4.137,7.451,15.244,-3.293,-6.524
33.45,0.213,5.301,7.183,10.122,-1.768,-4.207
33.5,0.412,5.514,7.106,8.476,0.61,-3.049
33.55,-0.069,5.128,7.649,10.976,15.427,-2.256
33.6,0.436,5.049,7.068,12.317,4.146,1.646
33.65,1.154,4.583,7.228,8.232,1.829,1.463
33.7,1.324,6.534,6.462,7.012,1.341,-15.305
33.75,0.922,5.282,7.47,8.72,0.488,15.305
33.8,0.115,5.746,7.278,8.171,14.939,-2.195
33.85,-0.208,4.966,7.901,12.073,-14.634,-2.683
33.9,-0.603,6.483,6.68,8.354,1.89,-3.415
33.95,-0.017,5.804,6.108,6.22,6.037,2.073
34,1.64,6.306,6.196,3.537,8.354,3.049
34.05,0.019,5.873,7.065,2.927,3.354,-1.28
34.1,0.709,5.782,6.613,-0.061,2.439,-1.524
34.15,0.584,6.258,6.783,-0.671,2.988,-1.402
34.2,0.005,5.813,6.625,0.488,2.012,-3.963
34.25,0.113,6.026,6.606,-0.732,1.037,-3.293
34.3,0.158,6.223,6.452,1.037,1.89,-2.683
34.35,0.421,5.885,6.46,0,3.659,-0.549
34.4,0.366,5.713,6.747,-1.098,3.841,-0.366
34.45,-1.211,5.243,7.298,-1.159,0.488,1.89
34.5,0.424,5.543,6.335,-3.293,5.61,2.988
34.55,0.704,5.452,6.876,-1.098,3.598,3.171
34.6,0.16,5.866,6.586,-0.732,13.232,1.768
34.65,-0.251,5.485,8.203,-3.841,5.549,3.78
34.7,1.446,5.837,6.115,-4.146,3.232,4.512
34.75,-0.464,5.552,6.764,-1.951,9.207,15.549
34.8,1.001,6.223,5.198,-5.488,3.841,0
34.85,-0.86,5.827,6.955,0.061,4.695,-0.732
34.9,0.778,5.753,5.55,-5.122,6.098,-2.378
34.95,0.39,5.511,7.13,-2.927,4.756,-0.244
35,0.67,5.669,6.452,-15.366,2.317,-1.951
35.05,0.642,5.337,6.395,-0.793,0.427,-3.049
35.1,-0.809,5.89,6.503,-3.72,3.659,1.951
35.15,0.424,5.246,7.178,-4.878,3.171,5.183
35.2,2.102,5.243,6.879,-0.549,2.988,5.427
35.25,1.02,6.009,7.001,-8.476,4.756,15.122
35.3,0.227,5.337,7.523,-6.768,4.939,-4.695
35.35,-0.28,4.934,7.599,-5.488,5.183,-4.817
35.4,0.958,3.991,7.685,-7.683,2.378,-2.5
35.45,0.28,5.813,7.171,-5.244,3.963,-1.402
35.5,1.049,5.133,7.927,-5.122,9.695,-15
35.55,0.409,5.413,6.579,-10.061,4.39,-2.805
35.6,-0.45,4.662,7.111,-8.049,8.598,-2.134
35.65,0.5,4.75,7.262,-8.11,6.463,-2.195
35.7,0.251,4.705,7.125,-9.634,8.171,-0.976
35.75,-0.302,5.066,6.874,-13.354,12.073,2.927
35.8,0.448,4.348,7.556,-9.207,10.244,-3.537
35.85,0.026,5.001,7.446,-6.646,10.366,-5.305
35.9,-0.002,4.305,7.305,-5.671,1.22,-9.512
35.95,-0.438,4.403,7.803,-0.61,2.561,-2.5
36,0.122,4.475,7.669,3.537,4.207,-1.463
36.05,-0.11,5.488,6.967,-0.671,3.841,-1.524
36.1,-0.242,4.764,7.355,-1.159,2.195,-2.988
36.15,0.292,4.669,7.348,0.244,-3.476,-5.366
36.2,-0.352,5.057,7.005,-6.098,-5.244,-2.256
36.25,0.299,4.592,7.168,-11.768,-0.915,-1.22
36.3,-0.067,5.018,7.7,-14.085,3.11,-15.305
36.35,0.347,4.13,8.54,-13.902,-3.232,3.598
36.4,0.158,4.089,7.274,-12.744,-2.5,5.488
36.45,2.734,4.537,5.971,-9.207,13.902,5.122
36.5,0.543,5.045,8.243,-5.793,4.207,1.951
36.55,0.953,3.792,7.367,-7.195,7.378,-0.427
36.6,1.903,4.882,6.347,-8.598,9.268,-1.28
36.65,-0.737,4.46,8.198,-14.451,-13.659,13.598
36.7,0.591,3.757,9.112,-31.037,-12.927,-0.183
36.75,1.384,2.818,6.771,-14.695,-15.183,3.659
36.8,-1.068,4.458,5.871,-10,-3.293,13.11
36.85,0.642,3.275,8.662,-12.866,-1.28,-1.28
36.9,1.405,4.034,8.392,-3.963,4.329,-3.476
36.95,-0.022,3.56,8.487,-1.098,2.439,-3.293
37,0.555,3.144,8.198,2.012,3.049,-2.805
37.05,0.649,3.472,8.119,0.427,2.5,-3.293
37.1,0.508,3.649,8.023,0.732,3.171,-4.695
37.15,0.725,3.802,8.004,-1.585,1.89,-6.037
37.2,0.476,4.391,7.779,-11.402,-8.902,4.024
37.25,0.467,3.259,7.882,-11.829,-7.195,5.366
37.3,1.319,4.051,7.005,-20.427,-9.756,0.976
37.35,1.513,2.727,8.447,-17.927,-3.659,3.476
37.4,0.062,2.65,8.985,-19.451,-2.378,3.841
37.45,0.52,2.734,8.286,-18.232,-9.146,15.305
37.5,1.949,1.923,7.793,-17.622,-5.549,-5.244
37.55,0.407,3.079,8.528,-16.341,15.427,-0.427
37.6,0.807,1.834,7.429,-22.927,-0.854,-5.305
37.65,1.362,1.937,8.578,-18.415,1.098,0.793
37.7,1.48,1.899,7.879,-18.11,-5,-0.549
37.75,1.616,2.409,8.681,-18.841,-2.439,3.171
37.8,2.109,1.451,8.665,-20.366,-1.159,0.305
37.85,0.804,0.788,8.045,-11.829,-2.317,0.061
37.9,0.048,1.247,7.42,-15.976,-6.524,0.671
37.95,2.701,3.211,9.036,-9.085,4.329,0
38,1.46,1.305,8.468,15.549,15.305,1.951
38.05,0.855,1.719,9.213,1.585,4.451,0.671
38.1,2.284,1.441,8.193,0.305,-15.488,-5.305
38.15,0.838,1.204,8.291,-3.354,2.744,-1.585
38.2,1.245,1.542,8.337,-1.463,4.512,-2.5
38.25,1.961,0.812,10.096,10.244,11.22,-2.744
38.3,0.814,2.155,8.645,5.183,5.976,-1.829
38.35,0.852,2.765,8.358,7.012,7.317,-2.5
38.4,0.876,1.336,8.464,7.805,11.829,-4.451
38.45,2.049,1.097,8.583,6.707,3.171,-4.329
38.5,1.642,1.405,8.107,5.732,7.073,-3.598
38.55,0.797,1.221,7.755,5.549,3.232,-0.915
38.6,0.5,1.568,8.803,8.415,3.841,-0.305
38.65,2.033,1.937,7.271,3.841,6.402,-2.561
38.7,1.116,1.482,8.978,4.39,5,-2.012
38.75,2.179,1.889,7.944,4.573,2.866,-0.122
38.8,1.434,2.069,8.569,7.683,5.976,-1.951
38.85,2.533,2.854,7.029,-0.61,14.939,-1.28
38.9,3.069,2.073,8.839,9.695,-1.402,-2.317
38.95,0.579,2.804,7.714,0.305,-3.232,-2.439
39,0.699,1.346,8.574,0.366,-14.451,-3.415
39.05,1.516,2.409,8.255,-1.159,2.622,-2.805
39.1,1.851,1.994,8.452,3.537,9.146,-3.415
39.15,0.862,1.887,8.054,6.037,9.085,-4.512
39.2,1.274,1.731,8.674,7.317,10.366,-4.939
39.25,0.84,2.148,8.61,5.305,11.098,-6.159
39.3,-0.045,2.322,7.87,2.988,7.134,-4.146
39.35,0.922,2.179,8.356,10.244,6.463,-1.585
39.4,-1.25,2.935,7.482,9.39,15.549,15.427
39.45,0.922,3.048,6.273,8.841,15.61,-1.951
39.5,1.815,0.967,6.907,10.61,12.866,-1.402
39.55,1.65,2.253,7.113,9.756,10.244,-2.073
39.6,-3.105,2.217,8.928,10.366,22.012,-2.073
39.65,0,3.247,6.235,6.098,7.866,-2.195
39.7,-1.369,1.482,8.25,5.61,3.598,0.671
39.75,2.267,4.104,7.812,13.11,3.659,-0.915
39.8,-1.683,3.661,6.943,14.39,19.573,-1.098
39.85,0.627,2.622,9.225,9.817,-14.329,0
39.9,2.066,3.381,7.207,5.488,-4.39,11.585
39.95,-0.199,3.407,8.93,3.476,-6.22,-3.049
40,0.196,3.39,7.702,1.402,-0.244,-0.488
40.05,0.883,3.182,8.712,1.037,3.293,-1.159
40.1,-0.01,3.132,8.15,1.402,2.5,-2.195
40.15,-0.079,3.44,7.755,2.622,5,-3.537
40.2,0.486,3.572,8.25,5.122,11.524,-6.037
40.25,0.972,3.096,7.137,0,4.878,-8.171
40.3,0.01,2.105,8.064,5.244,8.902,-11.829
40.35,2.241,4.168,8.526,5,-5.732,-12.256
40.4,-1.305,3.189,7.942,10.549,-1.951,-6.646
40.45,1.36,1.717,6.914,9.756,6.89,-6.89
40.5,-4.422,5.918,7.752,13.415,6.646,-7.195
40.55,0.225,4.36,8.418,14.024,3.11,-4.451
40.6,-1.25,5.66,6.979,14.451,3.659,-4.634
40.65,-0.469,5.804,6.357,6.768,-13.659,-8.598
40.7,3.132,5.198,4.887,0.122,1.098,-1.707
40.75,-2.126,5.476,7.887,10.732,5,-0.183
40.8,-0.369,4.245,7.671,8.354,0.915,-1.037
40.85,2.703,5.502,6.026,9.329,8.537,-2.439
40.9,0.395,3.378,7.29,2.622,-5.427,0
40.95,-0.345,3.373,7.738,15.427,-2.256,0.671
41,0.079,4.14,7.13,2.561,-0.427,0.427
41.05,0.129,4.59,7.178,2.927,3.598,2.012
41.1,0.603,4.472,7.156,1.585,6.585,2.683
41.15,0.311,4.391,7.429,0.732,4.329,-0.366
41.2,0.347,4.286,8.064,-1.524,2.134,-2.988
41.25,0.065,4.199,7.726,-0.305,4.573,-0.671
41.3,-0.069,4.863,7.8,0.305,9.024,-1.646
41.35,-0.045,4.726,7.81,1.768,1.768,-2.5
41.4,-0.093,4.391,7.606,0.671,2.622,-1.768
41.45,0.01,4.3,7.829,15.488,3.293,-1.707
41.5,0.139,4.592,7.798,0.427,1.22,-3.232
41.55,-0.189,4.748,7.283,-0.305,2.378,-2.561
41.6,0.146,4.14,7.755,1.951,2.866,-0.427
41.65,-0.146,4.786,8.097,5,2.195,2.683
41.7,-0.455,4.166,8.267,6.28,4.085,0.488
41.75,0.577,4.288,7.812,1.951,5.488,-1.951
41.8,0.886,5.459,7.652,3.293,2.805,-0.732
41.85,0.196,4.286,7.738,1.159,5.549,-0.732
41.9,0.397,4.748,7.707,5.183,2.805,-2.439
41.95,0.079,5.174,7.774,4.573,4.573,-3.232
42,-0.268,4.262,7.441,3.598,4.512,-0.793
42.05,0.096,4.597,7.432,1.89,3.476,-1.341
42.1,0.165,4.831,7.556,3.293,3.476,-1.524
42.15,-0.038,5.478,7.192,-2.805,2.378,-3.049
42.2,0.421,4.659,7.281,-2.5,3.598,-2.195
42.25,0.532,4.398,7.35,0.915,2.378,-3.11
42.3,0.177,4.671,6.855,1.585,1.646,-2.683
42.35,0.668,4.671,7.468,15.244,2.195,-2.805
42.4,0.146,4.853,7.35,1.037,0.488,-4.817
42.45,0.029,4.958,7.429,15.122,3.598,-2.5
42.5,0.285,4.966,7.338,-0.915,2.805,-1.829
42.55,0.041,4.638,7.374,0.793,2.378,-2.683
42.6,-0.024,5.028,7.422,-0.305,3.659,-1.341
42.65,0.517,4.867,7.341,-0.427,1.707,-3.415
42.7,-0.019,4.803,7.436,0.549,3.049,-1.463
42.75,0.373,4.889,7.252,0.061,2.439,-2.622
42.8,0.189,4.652,7.362,15.488,2.561,-2.195
42.85,0.132,4.843,7.353,15.366,2.622,-2.134
42.9,0.002,4.841,7.623,-0.183,2.744,-2.561
42.95,0.002,4.626,7.329,0.244,2.439,-1.951
43,0.419,4.913,7.463,-0.976,0.671,-4.451
43.05,-0.079,4.764,7.343,-0.549,3.659,-0.976
43.1,0.074,4.889,7.324,0.488,2.317,-2.988
43.15,0.182,5.097,7.19,-0.732,2.5,-2.073
43.2,0.036,4.405,7.702,0.488,2.805,-2.439
43.25,0.223,4.867,7.262,-0.793,2.5,-2.134
43.3,0.189,4.889,7.647,-0.732,2.683,-2.012
43.35,0.024,5.045,7.384,-0.366,2.561,-2.195
43.4,0.232,4.791,7.46,-0.122,2.378,-2.317
43.45,0.029,4.688,7.494,0.183,2.683,-2.195
43.5,0.266,4.882,7.537,0.61,3.354,-2.317
43.55,0.426,4.738,7.453,0.366,1.829,-4.329
43.6,0,4.86,7.326,0.122,3.354,-2.683
43.65,0.093,4.76,7.111,1.098,1.585,-4.756
43.7,0.096,4.774,6.993,-0.732,1.951,-3.476
43.75,0.5,4.638,7.618,1.28,-0.488,-4.573
43.8,0.45,4.853,7.649,2.195,1.707,-2.744
43.85,0.433,4.401,7.118,8.049,0.549,-4.695
43.9,0.06,4.64,7.209,10.366,-2.012,-4.268
43.95,0.848,5.361,7.178,7.622,-1.28,-2.744
44,0.642,4.834,7.602,12.012,15.549,-1.28
44.05,0.405,4.997,6.718,9.268,2.561,-1.89
44.1,-0.139,5.593,6.534,9.085,3.598,-0.061
44.15,0.481,6.033,7.132,9.756,-1.585,-6.768
44.2,-0.33,5.464,6.591,8.659,14.695,-4.024
44.25,0.371,5.195,6.948,8.72,0.854,-0.183
44.3,0.026,5.119,7.207,5.61,1.707,-3.476
44.35,0.024,5.332,6.275,8.476,1.341,-2.744
44.4,0.335,5.71,7.336,9.451,4.024,-15.183
44.45,-1.516,5.423,6.493,12.927,4.512,3.049
44.5,0.199,5.301,7.106,6.89,5.854,4.146
44.55,0.18,7.815,5.392,2.073,4.024,-0.61
44.6,0.484,5.313,6.658,0.305,2.927,-1.89
44.65,-0.077,6.108,6.637,-1.341,1.524,-3.415
44.7,0.409,6.041,7.02,-2.195,3.232,-1.037
44.75,0.211,6.091,6.46,-0.915,2.195,-2.317
44.8,0.038,5.976,6.589,0,1.463,-2.927
44.85,0.419,6.124,6.378,-0.488,2.378,-3.171
44.9,0.752,5.868,6.814,0.61,0.549,-4.512
44.95,0.297,5.708,6.704,0.122,1.159,-3.232
45,0.453,5.94,6.788,0.61,2.012,-2.073
45.05,0.225,5.839,7.233,-0.915,0.427,-0.427
45.1,-0.508,5.741,7.362,-1.402,15.183,2.378
45.15,0.622,5.993,5.578,-1.22,2.195,2.317
45.2,0.223,6.4,5.274,-3.476,14.878,1.22
45.25,0.041,6.187,6.754,-1.098,8.841,1.159
45.3,-0.22,6.11,8.464,-4.39,-13.171,15.305
45.35,-0.967,5.634,6.153,-7.073,15.549,2.012
45.4,0.472,6.208,5.794,-4.024,3.354,1.463
45.45,-1.513,5.95,6.826,-0.427,-15.488,0.122
45.5,-1.12,6.158,6.242,-6.159,14.207,-0.915
45.55,1.286,5.794,6.536,-2.927,-15.122,-1.524
45.6,0.939,4.798,7.276,-2.256,-0.305,-3.902
45.65,0.761,5.672,6.167,-0.854,1.402,-3.72
45.7,0.543,5.789,6.601,0.244,2.073,-1.646
45.75,0.706,5.698,6.902,-0.061,3.171,-2.561
45.8,0.443,5.847,6.993,-15,2.561,-2.683
45.85,0.5,5.09,7.369,-0.61,3.598,-2.866
45.9,0.302,5.995,6.79,-0.305,4.024,-2.073
45.95,0.189,5.768,6.867,0.122,1.707,-2.256
46,0.536,5.578,6.981,-15.488,2.683,-2.622
46.05,0.431,5.59,6.902,-0.122,2.622,-1.951
46.1,0.022,5.55,7.156,-0.793,1.707,-3.11
46.15,0.491,5.974,7.705,-2.927,4.146,-1.707
46.2,-0.649,5.406,7.614,-6.89,3.11,0.549
46.25,0.244,4.846,7.582,-5.549,2.561,-2.134
