Time,Acc X,Acc Y,Acc Z,Gyro X,Gyro Y,Gyro Z
22.3,-0.182,10.314,-3.467,-10.854,19.634,-4.024
22.35,0.527,10.18,-3.304,-10.793,20.427,-7.5
22.4,0.136,10.618,-2.796,-22.622,21.341,-6.463
22.45,0.105,9.594,-3.158,-26.463,18.78,-9.939
22.5,-0.098,10.827,-2.861,-25.244,19.756,-6.585
22.55,0.115,10.424,-2.404,-22.012,19.939,-7.195
22.6,0.278,10.396,-2.37,-23.049,19.512,-7.622
22.65,0.215,9.941,-2.1,-22.5,20.122,-5.427
22.7,0.127,10.111,-1.417,-20.122,17.073,-6.646
22.75,-0.127,10.068,-2.069,-18.171,19.512,-6.402
22.8,-0.215,9.802,-1.429,-14.939,21.89,-5.671
22.85,0.587,10.511,-0.929,-12.317,19.024,-9.939
22.9,-0.242,9.907,-0.637,0.61,7.927,-9.024
22.95,-0.891,9.646,-1.365,2.805,-1.22,-8.171
23.0,-0.448,10.221,-1.008,2.683,2.134,1.037
23.05,0.11,10.101,-1.477,1.22,5.793,3.232
23.1,0.177,10.228,-1.262,4.939,1.585,-2.195
23.15,-0.057,10.022,-1.616,4.024,3.11,-5.366
23.2,-0.644,9.462,-2.016,2.622,1.585,-3.11
23.25,-1.015,9.869,-2.136,-10.122,10.244,-3.11
23.3,-0.527,10.542,-1.537,-11.89,15.366,1.159
23.35,-0.146,10.178,-1.188,-16.463,11.341,-1.159
23.4,0.031,9.527,-0.831,-11.524,9.939,-3.537
23.45,0.065,9.297,-0.5,-13.171,14.024,-5.061
23.5,-0.766,10.159,-0.493,-8.72,7.866,-5.183
23.55,-0.232,10.077,-1.025,-4.329,9.085,-3.78
23.6,-0.725,10.834,-0.318,-5.061,9.268,0.732
23.65,-0.735,10.08,-0.491,-1.768,8.902,4.146
23.7,0.603,10.563,-1.293,-3.598,7.988,0.183
23.75,-0.124,9.098,-1.132,-3.171,8.476,-2.805
23.8,-0.275,10.594,-0.654,-12.622,4.268,-4.756
23.85,0.089,9.938,-0.881,-8.415,7.073,-5.671
23.9,-0.429,10.64,-0.735,-11.524,10.488,-5.183
23.95,-0.211,9.613,0.029,-8.293,4.512,-6.768
24.0,-0.232,9.924,0.105,-1.463,2.805,-5.183
24.05,-0.405,10.101,-0.029,2.622,1.707,-15.427
24.1,-0.52,9.541,-0.57,6.28,0.549,1.89
24.15,-0.304,9.766,0.139,9.329,0.671,1.646
24.2,0.357,9.534,-0.596,8.415,2.256,0.854
24.25,0.364,10.108,-0.886,4.207,2.561,-1.341
24.3,-0.16,10.326,-0.754,0.61,0.061,-2.5
24.35,0.318,10.561,-0.158,1.037,0.549,-4.573
24.4,-0.397,9.78,-0.309,6.89,0.915,-1.037
24.45,-0.055,10.161,-0.369,8.293,2.927,1.463
24.5,-0.239,9.943,-0.857,5.976,2.134,-0.305
24.55,0.381,9.728,-1.176,4.329,2.439,-2.988
24.6,0.129,10.388,-0.63,2.866,2.378,-2.988
24.65,-0.323,10.025,-0.704,3.171,-1.341,-0.366
24.7,0.017,10.539,-0.615,5.366,1.098,1.098
24.75,0.074,9.527,-0.613,7.805,-0.61,3.11
24.8,0.199,10.305,-0.984,8.78,0.427,-1.341
24.85,0.062,10.455,-1.429,6.28,2.439,-0.488
24.9,0.225,10.501,-1.448,-0.732,1.28,-2.622
24.95,0.591,10.041,-1.317,-1.646,1.28,-2.744
25.0,-0.364,9.84,-1.061,-0.793,1.829,-2.622
25.05,0.469,10.59,-0.563,4.512,2.073,-9.39
25.1,0.998,10.429,-1.259,10.976,0.793,-10.183
25.15,-0.345,10.494,-1.635,7.561,2.134,-11.22
25.2,0.232,10.065,-0.812,8.354,1.707,-11.22
25.25,-0.493,8.626,-1.367,7.378,3.11,-10.915
25.3,0.012,11.021,-1.767,-1.098,4.573,-7.378
25.35,0.409,9.965,-1.118,1.646,0.976,-14.024
25.4,-0.56,10.439,-1.753,2.439,3.78,-12.866
25.45,-0.101,10.072,-1.47,2.866,4.573,-14.512
25.5,-0.692,9.38,-1.664,2.561,5.183,-12.073
25.55,-1.156,9.922,-1.202,7.927,1.098,-9.695
25.6,-0.548,10.295,-1.396,8.476,1.463,-10.549
25.65,-0.34,10.123,-2.047,6.768,5.793,-12.683
25.7,-1.353,10.034,-2.33,-0.976,3.598,-4.695
25.75,-1.269,10.312,-1.875,-8.232,2.5,-5.915
25.8,-0.857,10.173,-1.142,-4.146,2.622,-4.146
25.85,-1.068,9.862,-1.281,3.354,2.256,-2.805
25.9,-1.314,10.015,-1.776,0.305,2.927,0.061
25.95,-0.974,10.12,-1.504,15.488,1.951,0.671
26.0,-0.464,10.046,-1.657,2.683,3.293,-2.195
26.05,-0.86,9.867,-1.721,-0.305,2.439,-2.744
26.1,-0.917,10.013,-1.681,-2.012,2.195,-3.171
26.15,-0.783,9.895,-1.681,-1.402,2.439,-3.659
26.2,-1.152,9.859,-1.525,-0.488,2.805,-1.524
26.25,-0.903,10.005,-1.391,2.073,2.317,-1.159
26.3,-0.694,9.989,-1.781,2.195,3.293,-2.5
26.35,-0.867,10.106,-1.982,-1.22,2.439,-1.646
26.4,-0.543,9.867,-1.415,-1.037,2.439,-3.232
26.45,-0.591,9.926,-1.257,-0.061,2.805,-3.72
26.5,-1.039,10.07,-1.587,-0.549,2.439,-2.134
26.55,-0.953,9.859,-1.477,-0.549,2.439,-1.159
26.6,-0.716,10.183,-1.484,2.134,2.683,-2.317
26.65,-1.374,9.591,-1.441,6.768,3.171,-1.585
26.7,-0.783,10.068,-1.93,15.305,3.049,-0.61
26.75,-0.467,10.084,-1.279,-2.744,4.024,-3.537
26.8,0.089,9.742,-1.085,-0.427,3.171,-5.549
26.85,-1.674,9.914,-1.573,-2.683,-2.805,-2.622
26.9,-0.414,9.567,-0.785,-3.171,7.317,-3.049
26.95,-1.099,9.89,-1.001,2.256,3.232,-2.5
27.0,-1.362,10.985,-1.935,-14.573,2.195,-0.488
27.05,-0.876,10.068,-1.695,0.549,2.744,0.122
27.1,-1.068,9.969,-1.24,-2.195,1.89,-1.402
27.15,-0.625,10.381,-1.226,-2.195,1.098,-15.549
27.2,-1.12,10.216,-1.774,1.463,-4.024,4.146
27.25,-0.996,10.096,-1.968,2.805,-4.695,7.988
27.3,-0.675,10.032,-1.856,-5.183,-3.537,10.122
27.35,-0.948,9.567,-1.398,-3.841,-4.817,5.427
27.4,-0.223,10.065,-1.307,-7.622,-6.341,3.963
27.45,-0.12,10.283,-1.207,-3.11,-0.122,2.561
27.5,-0.91,9.874,-1.745,-8.171,-3.049,4.146
27.55,-0.323,9.852,-1.176,-9.573,-2.866,1.829
27.6,-0.232,10.613,-1.161,-10.427,-1.28,1.585
27.65,-0.644,10.405,-0.857,-8.232,-5.366,6.463
27.7,0.12,9.989,-0.788,-1.646,3.11,5.915
27.75,-0.022,10.326,-0.73,5.915,3.049,-1.159
27.8,0.01,10.561,-1.666,4.146,1.524,1.159
27.85,-0.211,9.807,-1.609,-4.085,0.366,-2.622
27.9,-0.278,10.518,-1.92,-9.756,1.28,-5.976
27.95,-1.032,10.649,-1.197,-13.232,-7.256,0.793
28.0,-0.977,9.924,-0.948,-11.28,-16.829,5.366
28.05,0.069,10.324,-0.105,0.854,-29.756,8.841
28.1,0.424,9.682,-0.122,5.549,-34.085,5.427
28.15,0.113,10.396,-1.563,5.244,-37.988,7.805
28.2,-0.417,10.058,-0.816,2.683,-36.402,5.976
28.25,0.522,10.424,-0.991,7.805,-36.89,4.146
28.3,-0.323,10.101,-0.618,8.232,-33.72,10.366
28.35,0.089,10.321,-0.448,8.902,-34.695,4.817
28.4,0.29,11.028,-1.018,11.463,-33.293,5.366
28.45,1.92,9.689,-1.528,16.707,-34.573,6.159
28.5,0.309,9.819,-2.684,19.573,-32.5,7.317
28.55,1.348,9.989,-1.41,24.024,-20.427,15.427
28.6,1.159,10.264,-2.227,17.5,-46.524,15.427
28.65,1.125,9.888,-2.071,0.183,-28.78,2.012
28.7,1.085,9.74,-2.88,19.634,-12.927,-1.524
28.75,1.305,9.756,-3.297,11.707,-3.11,-5.854
28.8,0.718,10.664,-3.852,-14.024,0.854,-4.817
28.85,0.658,10.412,-2.495,-25.549,4.939,-1.951
28.9,0.725,9.737,-1.52,-19.268,3.963,-1.89
28.95,1.75,10.209,-1.049,-5.366,2.744,-3.232
29.0,1.044,9.845,-1.779,6.402,0.793,-3.902
29.05,0.62,9.907,-2.186,4.146,-1.098,-3.902
29.1,0.95,10.508,-3.211,-5.915,15.427,-7.561
29.15,0.646,10.032,-2.437,-11.524,2.256,-3.659
29.2,1.19,9.869,-1.458,-10.244,0.488,-3.232
29.25,0.345,10.137,-0.941,-5.366,2.5,-1.524
29.3,0.939,9.845,-1.815,-0.793,-1.402,-4.268
29.35,0.546,10.075,-1.803,0.0,1.829,-3.171
29.4,0.594,9.797,-1.726,-3.232,1.89,-3.902
29.45,0.759,10.166,-1.824,-5.61,-0.976,-3.476
29.5,0.766,9.89,-1.338,-4.146,2.378,-2.256
29.55,0.895,9.914,-1.439,-3.171,0.854,-2.5
29.6,1.341,9.96,-1.635,-0.183,-0.488,-4.268
29.65,0.608,10.108,-1.635,-3.049,1.098,-5.793
29.7,0.687,10.245,-1.973,-1.707,2.561,-2.866
29.75,0.457,10.139,-1.417,-2.134,2.012,-1.646
29.8,0.702,10.295,-1.978,-7.256,1.22,-2.073
29.85,0.634,10.412,-1.772,-12.256,-1.646,-4.573
29.9,1.049,9.874,-1.159,-10.183,1.402,-4.085
29.95,0.302,8.935,-1.161,-0.915,5.854,-2.256
30.0,0.9,9.471,-1.611,9.939,16.463,0.61
30.05,0.95,10.372,-1.14,10.488,16.951,-0.976
30.1,1.185,9.44,-1.511,12.805,17.378,-4.024
30.15,0.644,10.123,-1.848,1.463,18.476,-9.695
30.2,-0.024,10.168,-1.389,-2.317,18.537,-7.744
30.25,0.017,10.271,-1.803,-7.805,15.305,-8.171
30.3,0.273,10.015,-0.737,-3.293,13.476,-12.012
30.35,0.366,9.646,-1.19,-1.098,10.122,-15.549
30.4,0.062,9.941,-1.65,0.732,8.171,-15.061
30.45,-0.086,10.719,-1.494,-1.951,0.061,-12.378
30.5,-0.584,10.084,-1.223,-0.732,3.049,-9.512
30.55,-0.132,9.79,-0.86,1.098,1.646,-7.012
30.6,-0.845,10.175,-1.068,7.073,-4.329,-2.134
30.65,0.424,11.253,-0.201,17.683,-4.451,-14.085
30.7,-0.333,12.711,-1.841,7.866,1.22,-6.646
30.75,-0.781,9.792,-1.745,-7.622,3.537,-2.805
30.8,0.795,10.18,-0.84,1.585,3.293,-4.085
30.85,-0.069,9.91,-1.415,1.768,2.927,-2.439
30.9,-0.591,9.979,-2.186,1.098,1.89,-14.756
30.95,0.591,10.283,-1.712,-1.768,4.329,-2.805
31.0,-0.575,10.223,-2.076,-6.341,2.256,-2.073
31.05,-0.603,10.202,-1.408,-16.341,1.22,0.183
31.1,0.163,9.972,-0.773,-9.817,0.915,-5.305
31.15,-0.254,10.257,-1.614,-3.415,3.598,-5.244
31.2,-0.443,10.302,-1.707,-8.415,2.561,-0.305
31.25,0.134,10.032,-1.53,-9.39,-15.366,-1.037
31.3,-0.091,10.278,-1.037,-7.988,1.585,-3.78
31.35,-0.156,10.314,-1.111,-10.061,3.659,-4.634
31.4,-0.007,10.264,-0.455,-3.963,0.976,-1.951
31.45,-0.043,10.331,-1.341,-6.098,2.012,-4.451
31.5,-0.443,10.245,-1.496,-9.695,1.159,-3.049
31.55,-0.448,10.721,-0.496,-12.805,1.89,-0.732
31.6,0.227,9.685,-0.069,-3.171,2.866,-3.415
31.65,-0.97,10.252,-1.101,-0.671,-0.854,0.854
31.7,0.754,9.938,-0.273,-4.634,1.646,10.793
31.75,0.376,9.912,-0.424,-1.037,1.037,9.207
31.8,-0.438,10.264,-0.328,-1.707,5.0,0.244
31.85,0.213,10.226,-0.986,-1.341,5.0,19.878
31.9,0.239,9.404,-0.515,-2.317,7.134,25.854
31.95,-0.105,9.56,-0.551,-0.793,4.451,28.78
32.0,0.57,9.538,-1.077,-4.634,3.841,27.256
32.05,0.912,10.005,-0.467,-11.22,1.524,32.744
32.1,0.476,9.177,-0.187,-7.988,-1.341,34.695
32.15,1.065,11.066,-0.297,-0.549,-6.89,43.049
32.2,1.633,8.842,-0.673,15.305,-8.476,31.463
32.25,0.991,9.756,-0.153,-3.537,-8.78,51.28
32.3,3.215,8.844,-0.838,-6.098,-5.793,49.451
32.35,2.935,10.149,-0.244,-8.78,-7.195,49.756
32.4,4.061,8.444,-0.045,15.122,-8.293,44.024
32.45,4.424,8.751,-0.218,0.793,-8.476,37.805
32.5,6.936,8.535,-0.881,7.866,-0.549,-5.549
32.55,4.891,9.938,-0.821,-6.098,6.89,-4.695
32.6,3.845,8.622,0.215,-5.61,0.549,-3.78
32.65,3.716,9.234,-0.237,1.098,2.622,-1.463
32.7,4.432,9.629,-0.426,-1.585,3.476,-1.341
32.75,4.135,9.584,-0.326,-2.5,2.378,-3.11
32.8,3.723,9.172,-0.52,0.122,4.695,-1.768
32.85,4.269,8.705,-0.618,0.915,-0.854,-2.744
32.9,4.207,9.309,-1.008,-0.854,5.183,-4.085
32.95,4.18,9.4,-0.074,0.183,1.768,-1.524
33.0,4.161,9.797,-0.622,14.085,2.134,-4.268
33.05,3.977,8.894,-0.503,-0.549,2.195,-2.317
33.1,4.946,9.622,-0.077,0.244,3.171,-2.5
33.15,4.372,9.641,-0.68,-0.061,2.988,-1.829
33.2,4.199,9.414,-0.354,0.366,2.866,-1.829
33.25,4.187,8.887,-0.804,15.366,2.622,-2.256
33.3,4.116,9.189,-0.18,1.098,2.988,-1.585
33.35,4.123,9.627,-0.359,3.72,1.89,-0.488
33.4,4.144,9.249,-0.833,-0.427,1.951,-2.988
33.45,4.034,9.294,-0.615,-3.78,3.841,-2.866
33.5,4.365,9.0,0.024,1.829,2.256,-2.622
33.55,4.334,9.158,-0.486,2.073,1.402,-1.524
33.6,4.415,8.909,-0.436,-0.061,3.049,-3.11
33.65,4.228,9.153,-0.457,-0.305,2.317,-2.439
33.7,4.039,9.234,-0.455,0.854,1.951,-2.5
33.75,4.314,9.057,-0.424,-0.793,3.049,-2.195
33.8,4.65,9.002,-0.311,-0.244,2.439,-2.5
33.85,4.417,9.158,-0.546,-0.488,2.439,-2.317
33.9,4.302,9.232,-0.383,-1.037,2.866,-2.561
33.95,4.159,9.222,-0.431,0.488,1.951,-2.073
34.0,4.745,9.175,-0.575,0.183,2.439,-2.988
34.05,4.398,9.129,-0.563,-1.463,3.232,-2.195
34.1,4.164,9.124,-0.23,-0.366,2.5,-2.5
34.15,4.329,9.16,-0.481,1.768,1.951,-1.89
34.2,4.554,9.182,-0.749,-0.488,2.988,-2.866
34.25,4.305,9.177,-0.414,-1.28,3.476,-2.5
34.3,4.233,9.091,-0.431,1.28,2.073,-1.646
34.35,4.59,9.179,-0.508,15.549,2.561,-2.439
34.4,4.334,9.103,-0.405,-1.159,3.049,-2.622
34.45,4.221,9.108,-0.323,-0.488,2.5,-2.317
34.5,4.348,9.151,-0.546,0.915,3.232,-1.829
34.55,4.156,9.194,-0.491,-1.585,1.829,-2.744
34.6,4.583,8.988,-0.144,2.195,1.037,-2.927
34.65,4.065,8.66,-0.742,-0.366,2.134,-3.11
34.7,3.826,9.577,-0.041,-0.549,4.329,-2.439
34.75,3.831,8.607,-1.532,0.549,3.415,3.902
34.8,5.164,9.646,0.06,0.305,3.293,1.646
34.85,4.702,8.564,-0.687,1.585,2.683,-1.585
34.9,4.235,7.973,-0.381,-2.378,1.159,-2.134
34.95,4.171,8.353,-0.666,-0.549,4.512,6.037
35.0,3.879,9.148,-0.637,-7.134,-1.22,8.659
35.05,3.879,9.148,-0.637,-7.134,-1.22,8.659
35.1,4.041,10.233,-0.467,2.439,-1.037,-1.22
35.15,5.567,10.089,-0.306,-0.183,4.268,-3.171
35.2,4.441,8.049,-0.663,-3.78,4.024,1.159
35.25,4.475,7.796,0.067,2.5,0.549,7.5
35.3,4.085,9.055,-1.056,-15.549,-2.439,9.512
35.35,5.325,9.129,0.151,-14.085,-2.439,-1.402
35.4,4.223,9.05,-1.446,-2.378,4.573,-1.402
35.45,4.312,9.409,-0.414,-4.878,3.476,-2.805
35.5,4.798,8.662,-0.261,0.854,2.622,-2.5
35.55,4.666,9.062,-0.814,0.671,1.341,-1.646
35.6,4.97,8.95,-0.342,-1.89,3.963,-3.78
35.65,4.472,8.923,-0.283,1.037,1.89,-2.134
35.7,5.045,8.933,-0.754,0.0,2.439,-2.256
35.75,4.817,9.285,-0.543,-0.793,3.11,-2.561
35.8,4.726,8.969,-0.129,6.159,-2.927,-2.683
35.85,5.322,9.002,-0.038,9.39,-5.122,-8.72
35.9,4.82,9.213,-1.037,1.463,-1.707,-3.598
35.95,5.061,9.287,-0.383,-1.037,-2.622,-7.439
36.0,4.405,9.625,-0.91,2.622,-3.963,-13.415
36.05,4.049,9.433,-0.838,-1.22,-3.902,-10.0
36.1,4.563,9.503,-0.709,2.744,-5.671,-12.439
36.15,3.9,8.842,-0.924,2.256,-7.927,-6.829
36.2,4.204,10.046,-0.927,4.878,-10.366,-6.707
36.25,3.895,9.787,-0.903,0.854,-7.439,-6.037
36.3,5.164,9.11,-0.73,6.098,-9.268,-7.622
36.35,4.317,10.068,-1.322,5.427,-6.829,-4.329
36.4,4.662,8.789,-1.494,-1.768,-5.549,-5.915
36.45,4.274,8.916,-1.118,1.22,-7.5,-6.341
36.5,4.199,10.041,-1.089,0.488,-3.354,-8.049
36.55,3.742,9.11,-0.883,2.195,-15.366,-1.341
36.6,4.324,9.5,-1.549,3.537,0.854,-1.646
36.65,4.566,9.261,-1.686,-1.707,7.988,-6.159
36.7,4.484,9.572,-0.646,-1.829,13.659,-19.878
36.75,4.52,9.651,-1.183,4.085,18.902,-32.683
36.8,4.468,9.311,-1.657,-2.866,0.0,-41.037
36.85,4.017,9.519,-1.286,2.683,11.646,-39.634
36.9,3.938,9.828,-1.317,2.256,13.354,-41.707
36.95,3.488,9.622,-1.015,15.122,14.634,-37.378
37.0,2.157,9.491,-1.221,3.476,9.329,-43.049
37.05,2.595,10.501,-1.571,-5.61,14.39,-41.524
37.1,1.671,10.341,-0.819,-5.671,8.354,-38.537
37.15,1.197,10.214,-0.62,-15.061,3.841,-36.037
37.2,0.769,10.707,-1.532,-3.78,3.354,-34.817
37.25,0.543,9.515,-0.302,1.037,-0.305,-26.768
37.3,1.106,9.993,-1.441,-3.171,2.195,-28.415
37.35,0.51,9.85,-0.922,-1.707,2.988,-23.537
37.4,0.141,10.029,-0.615,-0.122,0.671,-16.28
37.45,0.251,9.871,-0.907,0.549,3.049,-3.171
37.5,0.227,9.68,-0.637,5.183,2.134,-3.537
37.55,0.486,10.022,-1.156,5.976,5.122,-1.463
37.6,1.492,10.015,-0.728,2.683,2.622,-0.488
37.65,0.273,10.321,-1.587,-1.768,5.793,-3.232
37.7,1.369,10.475,-2.33,-15.366,5.793,-5.0
37.75,0.144,11.028,-1.006,0.915,2.317,-2.988
37.8,-0.227,10.733,-1.724,-2.561,4.024,-3.598
37.85,-0.555,9.172,-2.016,-0.183,-14.451,-3.78
37.9,0.168,10.341,0.031,-2.866,4.268,-3.049
37.95,0.63,10.958,-1.599,1.098,2.195,-1.098
38.0,0.287,11.473,-0.836,-15.305,1.707,-3.598
38.05,-0.17,9.443,-0.448,14.39,2.927,-2.561
38.1,0.852,10.736,-0.723,-14.939,2.866,-2.012
38.15,-0.026,10.151,-0.788,0.793,3.841,-1.524
38.2,0.321,10.214,-1.149,-0.671,1.951,-3.171
38.25,-0.132,10.209,-1.451,-15.183,2.134,-1.037
38.3,0.493,9.725,-0.737,5.549,1.098,-2.195
38.35,0.417,9.859,-1.228,4.024,2.927,0.244
38.4,0.833,9.989,-0.792,-1.463,2.195,-3.476
38.45,0.871,9.946,-0.757,-0.061,0.671,-5.366
38.5,-0.038,9.907,-0.792,-0.61,3.598,-6.463
38.55,0.553,9.778,-0.867,-1.341,1.341,-4.085
38.6,0.297,9.998,-0.797,1.646,2.195,-1.585
38.65,0.069,10.027,-1.36,1.707,2.927,-3.232
38.7,0.263,9.957,-1.367,-4.085,2.927,-1.22
38.75,0.103,10.405,-1.022,0.915,3.049,-4.756
38.8,-0.383,10.013,-1.547,0.671,3.841,-1.524
38.85,0.421,9.931,-1.628,-0.061,0.854,-2.683
38.9,-0.302,9.574,-1.671,3.963,1.768,-1.098
38.95,0.596,9.871,-1.726,-1.524,2.317,-4.329
39.0,0.68,10.487,-1.247,-6.89,2.988,-10.732
39.05,0.28,10.58,-1.118,-2.5,7.317,-23.963
39.1,1.058,10.432,-0.651,-3.598,9.573,-24.939
39.15,0.424,9.895,-1.003,-4.939,-2.256,-30.976
39.2,-0.699,10.748,-0.838,-1.402,14.817,-8.476
39.25,-0.385,9.888,-1.001,1.159,1.402,-5.366
39.3,-0.563,10.851,-0.611,3.354,14.451,-4.939
39.35,-1.59,9.414,-0.417,10.976,-4.451,-2.195
39.4,-0.543,11.353,-0.716,5.122,-3.049,-1.341
39.45,-0.898,10.029,-0.893,12.256,-1.768,-8.049
39.5,-0.381,10.554,-0.498,16.951,2.744,-1.707
39.55,0.158,10.123,-1.168,21.646,15.183,2.195
39.6,-0.888,10.178,-2.435,12.622,-0.366,6.89
39.65,-0.644,10.178,-2.227,2.866,-2.317,7.988
39.7,-0.611,10.391,-2.14,2.073,-15.366,15.671
39.75,-0.204,9.862,-1.638,2.5,3.049,14.512
39.8,0.294,9.522,-1.585,1.768,5.183,3.293
39.85,0.464,11.423,-1.714,-5.183,5.915,2.439
39.9,0.905,10.003,-1.549,-4.329,2.256,-7.439
39.95,0.723,9.9,-1.463,-1.341,9.329,-8.171
40.0,0.139,9.972,-1.334,-2.439,16.951,-5.244
40.05,0.345,9.874,-1.513,-6.768,20.183,-4.39
40.1,0.062,10.884,-1.913,-8.049,18.78,-2.195
40.15,-0.074,9.622,-1.518,-4.329,19.207,-0.915
40.2,-0.73,9.828,-1.231,-0.427,24.573,-15.366
40.25,-0.043,9.934,-1.18,-14.878,19.878,2.683
40.3,0.271,9.199,-0.953,-12.683,17.988,2.073
40.35,-0.12,9.699,-0.795,-11.524,17.317,3.72
40.4,-0.11,9.687,-0.723,-8.537,22.622,4.939
40.45,0.007,9.845,-0.223,-5.549,19.634,9.573
40.5,0.86,10.326,-0.275,1.28,30.488,5.244
40.55,0.553,9.974,-0.792,6.341,10.549,8.78
40.6,0.237,9.716,-1.204,18.354,4.268,9.817
40.65,0.984,10.357,-1.918,15.976,3.171,2.256
40.7,0.824,10.245,-2.392,-3.171,2.927,-2.683
40.75,1.092,10.441,-1.903,-10.183,2.805,-6.768
40.8,0.656,9.883,-1.068,-10.366,4.085,-7.317
40.85,-0.127,10.068,-0.599,-2.439,2.439,-1.585
40.9,0.491,9.699,-0.601,3.354,2.622,0.061
40.95,0.486,10.065,-0.862,8.415,2.378,0.244
41.0,0.639,10.367,-1.525,1.707,2.744,-1.951
41.05,0.718,10.266,-1.47,-1.159,2.805,-3.537
41.1,0.673,9.809,-0.85,-5.549,2.073,-4.085
41.15,0.498,9.864,-0.742,-3.11,2.317,-3.841
41.2,0.527,9.917,-0.675,1.463,2.378,-1.951
41.25,0.584,10.391,-0.965,3.354,2.744,-1.098
41.3,0.73,10.264,-1.243,1.037,2.5,-2.988
41.35,0.711,10.223,-1.001,-2.073,2.561,-3.537
41.4,0.613,10.451,-1.046,-2.744,2.744,-3.354
41.45,0.328,10.08,-0.85,-1.524,2.683,-2.805
41.5,0.702,10.075,-0.649,2.134,2.744,-1.341
41.55,0.685,9.673,-0.56,5.671,4.634,-2.378
41.6,0.644,10.029,-1.662,-1.89,1.951,-1.585
41.65,0.019,9.972,-0.855,-8.841,0.671,-3.537
41.7,1.097,10.283,-0.838,-6.159,2.012,-4.024
41.75,-0.139,10.247,-0.907,-1.159,1.646,-2.988
41.8,0.309,10.499,-0.333,3.78,-2.927,-11.037
41.85,0.259,9.917,-0.69,12.683,-2.195,2.744
41.9,0.462,9.548,-0.831,12.805,2.683,5.671
41.95,0.012,10.472,-1.463,12.683,-1.524,3.171
42.0,0.881,10.12,-0.907,10.0,1.768,0.61
42.05,0.989,10.544,-1.575,7.012,-0.793,1.463
42.1,0.733,9.716,-1.48,4.939,2.805,14.817
42.15,0.831,10.551,-1.659,5.671,0.549,-1.463
42.2,0.505,9.582,-1.604,7.073,15.549,-0.732
42.25,0.539,9.481,-1.408,8.72,2.378,1.098
42.3,0.797,10.065,-2.119,16.89,3.171,4.024
42.35,0.144,10.484,-1.492,17.683,1.646,5.305
42.4,0.95,10.424,-2.703,14.146,4.207,5.061
42.45,0.658,10.01,-3.112,4.329,2.378,2.439
42.5,1.808,10.046,-2.866,-3.476,1.951,-4.695
42.55,0.886,10.41,-2.567,-10.0,3.11,-8.598
42.6,1.015,10.405,-1.738,-10.0,2.866,-5.732
42.65,0.876,9.953,-1.317,3.415,3.902,-2.256
42.7,1.18,10.192,-2.095,6.829,10.488,0.366
42.75,1.087,10.127,-2.746,3.232,10.305,-1.768
42.8,1.29,9.914,-2.265,1.646,8.902,-2.927
42.85,0.915,10.321,-2.253,-2.439,7.134,-3.537
42.9,1.176,10.202,-2.162,-4.756,9.207,-6.341
42.95,1.097,10.149,-2.351,-9.329,8.841,-7.439
43.0,0.907,9.618,-1.844,-10.61,9.39,-8.293
43.05,0.725,10.597,-1.805,-12.622,9.878,-6.585
43.1,1.065,9.998,-1.889,-12.683,11.098,-7.439
43.15,0.749,9.986,-1.738,-14.329,11.22,-5.915
43.2,0.589,9.962,-2.078,-15.244,9.512,-6.646
43.25,0.68,10.171,-1.671,-31.159,9.573,-5.976
43.3,1.068,9.536,-0.977,-11.951,9.085,-5.305
43.35,0.656,10.151,-1.077,-7.622,3.415,-4.756
43.4,0.326,9.936,-0.852,-2.866,3.598,-2.683
43.45,0.199,9.996,-0.809,1.951,3.963,0.793
43.5,0.694,9.883,-1.25,0.976,2.805,15.549
43.55,1.144,10.034,-1.334,0.183,5.366,-3.415
43.6,0.68,9.661,-1.269,-2.927,2.256,-4.512
43.65,0.338,9.416,-0.97,3.841,-1.524,-0.488
43.7,0.476,9.771,-0.625,27.012,-5.732,-1.037
43.75,0.843,9.979,-1.791,37.927,-8.049,-9.695
43.8,0.843,10.386,-2.753,34.756,-11.402,-10.732
43.85,0.498,9.713,-2.301,31.829,-14.756,-10.488
43.9,0.129,9.953,-2.935,25.732,-15.366,-6.463
43.95,0.742,9.0,-2.48,19.573,-12.561,-6.037
44.0,0.929,10.135,-2.009,16.646,-6.524,-10.122
44.05,-0.318,10.108,-3.603,11.707,-12.439,-4.695
44.1,-0.52,10.391,-3.639,6.159,-0.183,1.951
44.15,0.79,9.282,-2.794,0.305,-6.159,-8.232
44.2,-0.297,10.585,-3.543,18.659,-7.012,-0.122
44.25,0.278,9.479,-3.189,23.598,-8.11,-0.305
44.3,0.508,9.594,-3.503,24.39,-6.098,-0.366
44.35,0.072,11.495,-4.523,9.634,-9.268,-2.805
44.4,1.599,9.936,-4.286,-3.537,2.134,-33.902
44.45,-0.599,9.855,-3.704,-17.012,4.451,-8.476
44.5,-0.919,10.245,-2.859,-11.098,0.793,-1.829
44.55,-0.302,9.574,-3.062,6.402,1.098,-1.768
44.6,-0.141,9.869,-3.385,13.415,2.195,-1.463
44.65,0.242,10.202,-3.589,14.817,3.598,-1.524
44.7,-0.388,9.977,-3.697,21.524,-14.878,3.72
44.75,0.065,9.914,-4.113,26.402,2.317,3.72
44.8,0.089,9.783,-4.848,17.317,2.927,2.866
44.85,0.242,10.058,-4.221,11.646,2.256,3.78
44.9,0.529,9.562,-4.501,11.402,3.049,-2.012
